,ncalls,tottime,percall,cumtime,percall2,filename:lineno(function)
350,38,0.0,0.0,0.0,0.0, argparse.py:591(_format_args)
351,5,0.0,0.0,0.0,0.0, <frozen importlib._bootstrap_external>:491(_get_cached)
352,38,0.0,0.0,0.0,0.0, argparse.py:1453(_add_action)
353,7,0.0,0.0,0.0,0.0, {method 'update' of 'dict' objects}
354,2,0.0,0.0,0.0,0.0, main.py:91(get_job_dir)
355,14,0.0,0.0,0.0,0.0, argparse.py:1917(take_action)
356,6,0.0,0.0,0.0,0.0, gettext.py:211(_expand_lang)
357,4,0.0,0.0,0.0,0.0, util.py:171(register_after_fork)
358,9,0.0,0.0,0.0,0.0, <frozen importlib._bootstrap>:385(cached)
359,32,0.0,0.0,0.0,0.0, random.py:343(choice)
360,8,0.0,0.0,0.0,0.0, <frozen importlib._bootstrap_external>:361(cache_from_source)
361,5,0.0,0.0,0.0,0.0, <frozen importlib._bootstrap>:156(__enter__)
362,2,0.0,0.0,0.0,0.0, signal.py:67(pthread_sigmask)
363,17,0.0,0.0,0.0,0.0, pathlib.py:64(parse_parts)
364,15,0.0,0.0,0.0,0.0, serialization.py:873(find_class)
365,4,0.0,0.0,0.0,0.0, synchronize.py:84(_cleanup)
366,5,0.0,0.0,0.0,0.0, <frozen importlib._bootstrap_external>:145(_path_is_mode_type)
367,4,0.0,0.0,0.0,0.0, tempfile.py:152(<listcomp>)
368,38,0.0,0.0,0.0,0.0, argparse.py:1642(_add_action)
369,21/6,0.0,0.0,0.0,0.0, sre_compile.py:87(_compile)
370,5,0.0,0.0,0.0,0.0, <frozen importlib._bootstrap_external>:154(_path_isfile)
371,6,0.0,0.0,0.0,0.0, util.py:186(__init__)
372,89,0.0,0.0,0.0,0.0, os.py:674(__getitem__)
373,5,0.0,0.0,0.0,0.0, <frozen importlib._bootstrap>:486(_init_module_attrs)
